Date,Close,SMA_200,Signal
2018-02-13,2662.93994140625,2541.994907226562,Buy
2018-02-14,2698.6298828125,2543.54640625,Buy
2018-02-15,2731.199951171875,2545.2465563964843,Buy
2018-02-16,2732.219970703125,2546.9670068359374,Buy
2018-02-20,2716.260009765625,2548.600706787109,Buy
2018-02-21,2701.330078125,2550.110906982422,Buy
2018-02-22,2703.9599609375,2551.6338073730467,Buy
2018-02-23,2747.300048828125,2553.3857080078124,Buy
2018-02-26,2779.60009765625,2555.285559082032,Buy
2018-02-27,2744.280029296875,2557.0347595214844,Buy
2018-02-28,2713.830078125,2558.6494104003905,Buy
2018-03-01,2677.669921875,2560.026159667969,Buy
2018-03-02,2691.25,2561.479060058594,Buy
2018-03-05,2720.93994140625,2563.2986096191407,Buy
2018-03-06,2728.1201171875,2565.1106103515626,Buy
2018-03-07,2726.800048828125,2566.8359606933595,Buy
2018-03-08,2738.969970703125,2568.5607104492187,Buy
2018-03-09,2786.570068359375,2570.5014611816405,Buy
2018-03-12,2783.02001953125,2572.3946118164063,Buy
2018-03-13,2765.31005859375,2574.145811767578,Buy
2018-03-14,2749.47998046875,2575.814111328125,Buy
2018-03-15,2747.330078125,2577.486212158203,Buy
2018-03-16,2752.010009765625,2579.1872619628907,Buy
2018-03-19,2712.919921875,2580.6015612792967,Buy
2018-03-20,2716.93994140625,2581.990910644531,Buy
2018-03-21,2711.929931640625,2583.3700598144533,Buy
2018-03-22,2643.68994140625,2584.4418591308595,Buy
2018-03-23,2588.260009765625,2585.217459716797,Buy
2018-03-26,2658.550048828125,2586.341259765625,Buy
2018-03-27,2612.6201171875,2587.245510253906,Buy
2018-03-28,2605.0,2588.123560791016,Buy
2018-03-29,2640.8701171875,2589.126160888672,Buy
2018-04-02,2581.8798828125,2589.8459606933598,Sell
2018-04-03,2614.449951171875,2590.7559106445315,Buy
2018-04-04,2644.68994140625,2591.813610839844,Buy
2018-04-05,2662.840087890625,2592.860511474609,Buy
2018-04-06,2604.469970703125,2593.6977111816404,Buy
2018-04-09,2613.159912109375,2594.585460205078,Buy
2018-04-10,2656.8701171875,2595.697310791016,Buy
2018-04-11,2642.18994140625,2596.716760253906,Buy
2018-04-12,2663.989990234375,2597.841359863281,Buy
2018-04-13,2656.300048828125,2599.02596069336,Buy
2018-04-16,2677.840087890625,2600.211711425781,Buy
2018-04-17,2706.389892578125,2601.6451611328125,Buy
2018-04-18,2708.639892578125,2603.071311035156,Buy
2018-04-19,2693.1298828125,2604.3919104003908,Buy
2018-04-20,2670.139892578125,2605.579909667969,Buy
2018-04-23,2670.2900390625,2606.882609863281,Buy
2018-04-24,2634.56005859375,2607.929510498047,Buy
2018-04-25,2639.39990234375,2608.9893603515625,Buy
2018-04-26,2666.93994140625,2610.196409912109,Buy
2018-04-27,2669.909912109375,2611.3297094726563,Buy
2018-04-30,2648.050048828125,2612.330809326172,Buy
2018-05-01,2654.800048828125,2613.308459472656,Buy
2018-05-02,2635.669921875,2614.1911096191407,Buy
2018-05-03,2629.72998046875,2615.036708984375,Buy
2018-05-04,2663.419921875,2615.984658203125,Buy
2018-05-07,2672.6298828125,2616.980557861328,Buy
2018-05-08,2671.919921875,2617.9774572753904,Buy
2018-05-09,2697.7900390625,2619.1168579101563,Buy
2018-05-10,2723.070068359375,2620.346558837891,Buy
2018-05-11,2727.719970703125,2621.596008300781,Buy
2018-05-14,2730.1298828125,2622.869558105469,Buy
2018-05-15,2711.449951171875,2624.066307373047,Buy
2018-05-16,2722.4599609375,2625.3271069335938,Buy
2018-05-17,2720.1298828125,2626.546005859375,Buy
2018-05-18,2712.969970703125,2627.7230053710937,Buy
2018-05-21,2733.010009765625,2629.027255859375,Buy
2018-05-22,2724.43994140625,2630.265305175781,Buy
2018-05-23,2733.2900390625,2631.527205810547,Buy
2018-05-24,2727.760009765625,2632.79140625,Buy
2018-05-25,2721.330078125,2634.0279565429687,Buy
2018-05-29,2689.860107421875,2635.2862072753906,Buy
2018-05-30,2724.010009765625,2636.699656982422,Buy
2018-05-31,2705.27001953125,2637.896806640625,Buy
2018-06-01,2734.6201171875,2639.246856689453,Buy
2018-06-04,2746.8701171875,2640.640656738281,Buy
2018-06-05,2748.800048828125,2642.2346069335936,Buy
2018-06-06,2772.35009765625,2643.968607177734,Buy
2018-06-07,2770.3701171875,2645.678607177734,Buy
2018-06-08,2779.030029296875,2647.31120727539,Buy
2018-06-11,2782.0,2649.001007080078,Buy
2018-06-12,2786.85009765625,2650.740407714844,Buy
2018-06-13,2775.6298828125,2652.4033068847657,Buy
2018-06-14,2782.489990234375,2654.0945568847656,Buy
2018-06-15,2779.659912109375,2655.761356201172,Buy
2018-06-18,2773.75,2657.342155761719,Buy
2018-06-19,2762.590087890625,2658.7968566894533,Buy
2018-06-20,2767.320068359375,2660.2507067871093,Buy
2018-06-21,2749.760009765625,2661.7102563476565,Buy
2018-06-22,2754.8798828125,2663.1569555664064,Buy
2018-06-25,2717.070068359375,2664.4168054199217,Buy
2018-06-26,2723.06005859375,2665.7249560546875,Buy
2018-06-27,2699.6298828125,2666.782554931641,Buy
2018-06-28,2716.31005859375,2667.8817053222656,Buy
2018-06-29,2718.3701171875,2668.981705322265,Buy
2018-07-02,2726.7099609375,2670.137154541016,Buy
2018-07-03,2713.219970703125,2671.202104492188,Buy
2018-07-05,2736.610107421875,2672.36580444336,Buy
2018-07-06,2759.820068359375,2673.631655273437,Buy
2018-07-09,2784.169921875,2675.011304931641,Buy
2018-07-10,2793.840087890625,2676.4775048828124,Buy
2018-07-11,2774.02001953125,2677.836505126953,Buy
2018-07-12,2798.2900390625,2679.344655761719,Buy
2018-07-13,2801.31005859375,2680.8670056152346,Buy
2018-07-16,2798.429931640625,2682.323955078125,Buy
2018-07-17,2809.550048828125,2683.821405029297,Buy
2018-07-18,2815.6201171875,2685.302705078125,Buy
2018-07-19,2804.489990234375,2686.6795544433594,Buy
2018-07-20,2801.830078125,2688.0158044433592,Buy
2018-07-23,2806.97998046875,2689.362004394531,Buy
2018-07-24,2820.39990234375,2690.703653564453,Buy
2018-07-25,2846.070068359375,2692.187353515625,Buy
2018-07-26,2837.43994140625,2693.6509033203124,Buy
2018-07-27,2818.820068359375,2694.9918041992187,Buy
2018-07-30,2802.60009765625,2696.228604736328,Buy
2018-07-31,2816.2900390625,2697.5554052734374,Buy
2018-08-01,2813.360107421875,2698.856356201172,Buy
2018-08-02,2827.219970703125,2700.204256591797,Buy
2018-08-03,2840.35009765625,2701.609206542969,Buy
2018-08-06,2850.39990234375,2703.0549060058597,Buy
2018-08-07,2858.449951171875,2704.5366552734376,Buy
2018-08-08,2857.699951171875,2705.9491052246094,Buy
2018-08-09,2853.580078125,2707.3921057128905,Buy
2018-08-10,2833.280029296875,2708.7128564453124,Buy
2018-08-13,2821.929931640625,2710.036756591797,Buy
2018-08-14,2839.9599609375,2711.4345568847657,Buy
2018-08-15,2818.3701171875,2712.621057128906,Buy
2018-08-16,2840.68994140625,2713.9603564453123,Buy
2018-08-17,2850.1298828125,2715.334705810547,Buy
2018-08-20,2857.050048828125,2716.723155517578,Buy
2018-08-21,2862.9599609375,2718.1387048339843,Buy
2018-08-22,2861.820068359375,2719.508604736328,Buy
2018-08-23,2856.97998046875,2720.837855224609,Buy
2018-08-24,2874.68994140625,2722.25810546875,Buy
2018-08-27,2896.739990234375,2723.7699060058594,Buy
2018-08-28,2897.52001953125,2725.334405517578,Buy
2018-08-29,2914.0400390625,2726.99310546875,Buy
2018-08-30,2901.1298828125,2728.5745544433594,Buy
2018-08-31,2901.52001953125,2730.187803955078,Buy
2018-09-04,2896.719970703125,2731.8483032226563,Buy
2018-09-05,2888.60009765625,2733.363104248047,Buy
2018-09-06,2878.050048828125,2734.8591040039064,Buy
2018-09-07,2871.679931640625,2736.3068041992187,Buy
2018-09-10,2877.1298828125,2737.6973034667967,Buy
2018-09-11,2887.889892578125,2739.1513525390624,Buy
2018-09-12,2888.919921875,2740.5838525390627,Buy
2018-09-13,2904.179931640625,2742.0976525878905,Buy
2018-09-14,2904.97998046875,2743.487352294922,Buy
2018-09-17,2888.800048828125,2744.801002197265,Buy
2018-09-18,2904.31005859375,2746.084652099609,Buy
2018-09-19,2907.949951171875,2747.413302001953,Buy
2018-09-20,2930.75,2748.8698522949217,Buy
2018-09-21,2929.669921875,2750.3703515625,Buy
2018-09-24,2919.3701171875,2751.820852050781,Buy
2018-09-25,2915.56005859375,2753.213752441406,Buy
2018-09-26,2905.969970703125,2754.4861022949217,Buy
2018-09-27,2914.0,2755.75615234375,Buy
2018-09-28,2913.97998046875,2757.0055017089844,Buy
2018-10-01,2924.590087890625,2758.3142016601564,Buy
2018-10-02,2923.429931640625,2759.671301269532,Buy
2018-10-03,2925.510009765625,2760.919801025391,Buy
2018-10-04,2901.610107421875,2761.9770520019533,Buy
2018-10-05,2885.570068359375,2762.9975524902343,Buy
2018-10-08,2884.429931640625,2764.0234521484376,Buy
2018-10-09,2880.340087890625,2765.0023022460937,Buy
2018-10-10,2785.679931640625,2765.514001464844,Buy
2018-10-11,2728.3701171875,2765.7533520507814,Sell
2018-10-12,2767.1298828125,2766.1759008789063,Buy
2018-10-15,2750.7900390625,2766.492150878906,Sell
2018-10-16,2809.919921875,2767.173699951172,Buy
2018-10-17,2809.2099609375,2767.7406994628905,Buy
2018-10-18,2768.780029296875,2768.0192993164064,Buy
2018-10-19,2767.780029296875,2768.2382495117185,Sell
2018-10-22,2755.8798828125,2768.3018994140625,Sell
2018-10-23,2740.68994140625,2768.2667993164064,Sell
2018-10-24,2656.10009765625,2767.790849609375,Sell
2018-10-25,2705.570068359375,2767.577550048828,Sell
2018-10-26,2658.68994140625,2767.0331994628905,Sell
2018-10-29,2641.25,2766.3082495117187,Sell
2018-10-30,2682.6298828125,2765.839299316406,Sell
2018-10-31,2711.739990234375,2765.385198974609,Sell
2018-11-01,2740.3701171875,2765.0968994140626,Sell
2018-11-02,2723.06005859375,2764.6606994628905,Sell
2018-11-05,2738.31005859375,2764.187399902344,Sell
2018-11-06,2755.449951171875,2763.7690002441404,Sell
2018-11-07,2813.889892578125,2763.650749511719,Buy
2018-11-08,2806.830078125,2763.488649902344,Buy
2018-11-09,2781.010009765625,2763.0293493652343,Buy
2018-11-12,2726.219970703125,2762.392799072265,Sell
2018-11-13,2722.179931640625,2761.8915490722657,Sell
2018-11-14,2701.580078125,2761.280399169922,Sell
2018-11-15,2730.199951171875,2760.8214990234374,Sell
2018-11-16,2736.27001953125,2760.6921997070312,Sell
2018-11-19,2690.72998046875,2760.901149902344,Sell
2018-11-20,2641.889892578125,2760.634899902344,Sell
2018-11-21,2649.929931640625,2760.47625,Sell
2018-11-23,2632.56005859375,2760.7340502929687,Sell
2018-11-26,2673.449951171875,2761.0035498046877,Sell
2018-11-27,2682.169921875,2761.1343994140625,Sell
2018-11-28,2743.7900390625,2761.538649902344,Sell
2018-11-29,2737.800048828125,2761.734500732422,Sell
2018-11-30,2760.169921875,2761.8793505859376,Sell
2018-12-03,2790.3701171875,2762.1701013183592,Buy
2018-12-04,2700.06005859375,2762.0891015625,Sell
2018-12-06,2695.949951171875,2762.0622009277345,Sell
2018-12-07,2633.080078125,2761.707801513672,Sell
2018-12-10,2637.719970703125,2761.159901123047,Sell
2018-12-11,2636.780029296875,2760.44580078125,Sell
2018-12-12,2651.070068359375,2759.9797509765626,Sell
2018-12-13,2650.5400390625,2759.66330078125,Sell
2018-12-14,2599.949951171875,2759.2747009277346,Sell
2018-12-17,2545.93994140625,2758.548150634765,Sell
2018-12-18,2546.159912109375,2757.6742504882814,Sell
2018-12-19,2506.9599609375,2756.568449707031,Sell
2018-12-20,2467.419921875,2755.2715490722658,Sell
2018-12-21,2416.6201171875,2753.6597998046877,Sell
2018-12-24,2351.10009765625,2751.482449951172,Sell
2018-12-26,2467.699951171875,2749.905849609375,Sell
2018-12-27,2488.830078125,2748.5234497070314,Sell
2018-12-28,2485.739990234375,2747.204749755859,Sell
2018-12-31,2506.85009765625,2746.002349853516,Sell
2019-01-02,2510.030029296875,2744.792449951172,Sell
2019-01-03,2447.889892578125,2743.467299804688,Sell
2019-01-04,2531.93994140625,2742.5422998046874,Sell
2019-01-07,2549.68994140625,2741.731099853516,Sell
2019-01-08,2574.409912109375,2741.384699707032,Sell
2019-01-09,2584.9599609375,2741.3681994628905,Sell
2019-01-10,2596.639892578125,2741.0586486816405,Sell
2019-01-11,2596.260009765625,2740.9768481445312,Sell
2019-01-14,2582.610107421875,2740.8648986816406,Sell
2019-01-15,2610.300048828125,2740.712048339844,Sell
2019-01-16,2616.10009765625,2740.8831494140627,Sell
2019-01-17,2635.9599609375,2740.9906994628905,Sell
2019-01-18,2670.7099609375,2741.120799560547,Sell
2019-01-22,2632.89990234375,2740.9710986328123,Sell
2019-01-23,2638.699951171875,2741.1422485351563,Sell
2019-01-24,2642.330078125,2741.2880993652343,Sell
2019-01-25,2664.760009765625,2741.327548828125,Sell
2019-01-28,2643.85009765625,2741.335849609375,Sell
2019-01-29,2640.0,2741.215899658203,Sell
2019-01-30,2681.050048828125,2741.339649658203,Sell
2019-01-31,2704.10009765625,2741.470949707031,Sell
2019-02-01,2706.530029296875,2741.471650390625,Sell
2019-02-04,2724.8701171875,2741.552801513672,Sell
2019-02-05,2737.699951171875,2741.775651855469,Sell
2019-02-06,2731.610107421875,2742.083002929688,Sell
2019-02-07,2706.050048828125,2742.261802978516,Sell
2019-02-08,2707.8798828125,2742.628402099609,Sell
2019-02-11,2709.800048828125,2742.980402832032,Sell
2019-02-12,2744.72998046875,2743.3693530273435,Buy
2019-02-13,2753.030029296875,2743.784953613281,Buy
2019-02-14,2745.72998046875,2744.273353271484,Buy
2019-02-15,2775.60009765625,2744.877353515625,Buy
2019-02-19,2779.760009765625,2745.5978039550782,Buy
2019-02-20,2784.699951171875,2746.372653808594,Buy
2019-02-21,2774.8798828125,2746.929953613281,Buy
2019-02-22,2792.669921875,2747.5301538085937,Buy
2019-02-25,2796.110107421875,2748.1511047363283,Buy
2019-02-26,2793.89990234375,2748.6316540527346,Buy
2019-02-27,2792.3798828125,2748.978203125,Buy
2019-02-28,2784.489990234375,2749.262053222656,Buy
2019-03-01,2803.68994140625,2749.629853515625,Buy
2019-03-04,2792.81005859375,2750.0366540527343,Buy
2019-03-05,2789.64990234375,2750.3726037597658,Buy
2019-03-06,2771.449951171875,2750.6292041015627,Buy
2019-03-07,2748.929931640625,2750.80900390625,Sell
2019-03-08,2743.070068359375,2750.859304199219,Sell
2019-03-11,2783.300048828125,2751.153604736328,Buy
2019-03-12,2791.52001953125,2751.444754638672,Buy
2019-03-13,2810.919921875,2751.8605541992188,Buy
2019-03-14,2808.47998046875,2752.296303710937,Buy
2019-03-15,2822.47998046875,2752.959403076172,Buy
2019-03-18,2832.93994140625,2753.504052734375,Buy
2019-03-19,2832.570068359375,2754.140552978516,Buy
2019-03-20,2824.22998046875,2754.5886022949217,Buy
2019-03-21,2854.8798828125,2755.128651123047,Buy
